Sector,R2,logmmt,mmt6,mmt12,mmt36,chmmt,idiovol,beta,max,min,capei,be,bm,evm,pe_op_basic,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,gprof,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,peg_trailing,divyield,peg_1yrforward,peg_ltgforward
manufacturing,-0.009711613607050529,-7.452185826492132,-4.676658347011471,3.112951844437339,-20.607026103716635,-0.02731997987793875,-8.70552004620804,1.9895864741891274,0.7012455324922484,-8.699055208802383,-0.4779071539116558,2.0122518740419766,-31.232818990646773,0.006975433023035294,0.6365878985783638,0.047887190884284794,-0.16678601792737027,-5.109306504649794,-1.5972249663016556,-0.08000834969570861,-0.8502416267216176,-0.598625137851559,-0.9434042348770163,-1.3328658902384631,0.02534943314640259,-0.3707692076204694,0.4503665199918032,0.01804334170956281,0.15688336552047985,0.2424592753082834,-0.013618799203686648,2.165381127087676,1.2115548917354317,-0.5750478528290841,1.495970725652296,3.9918234576765825,0.16791923141063309,1.2477480322424526,0.5709149247733876,0.185455818056289,0.07489990024550934,-0.08068690268337378,0.702755338580755,5.820344789888258,1.5086719854563853,5.081100584324304,0.3674138924150611,2.733105638058987,0.3296842008850945,3.9605914807088993,3.1096294397884776,0.8406867730907834,-0.1868119623468374,-0.8993810085270525,-1.0265163088439295,-1.417793511835771,-5.678054694658203,-2.72918018122873,-2.2321580889136383,0.9153494025817054,-0.5205884806469839,2.3795310011217223,0.45499643552357155,-0.06812651455002197,2.0523755196976707,0.9722597791231238,-3.222632052702829,2.0283650702884186,0.8350573689993326,-3.022654427532325,-6.224968897118015,0.6739262419516308,-0.7836626711705321,0.6844262754053488,0.01034166705176176,6.789620292528343,-17.956448211350654,-1.4158375471797626,-2.2888107373859383,-0.7765039934824017,-0.8005605617949186
public_administration,-0.0011016222382584928,-7.452185826492132,-4.676658347011471,3.112951844437339,-20.607026103716635,-0.02731997987793875,-8.70552004620804,1.9895864741891274,0.7012455324922484,-8.699055208802383,-0.4779071539116558,2.0122518740419766,-31.232818990646773,0.006975433023035294,0.6365878985783638,0.047887190884284794,-0.16678601792737027,-5.109306504649794,-1.5972249663016556,-0.08000834969570861,-0.8502416267216176,-0.598625137851559,-0.9434042348770163,-1.3328658902384631,0.02534943314640259,-0.3707692076204694,0.4503665199918032,0.01804334170956281,0.15688336552047985,0.2424592753082834,-0.013618799203686648,2.165381127087676,1.2115548917354317,-0.5750478528290841,1.495970725652296,3.9918234576765825,0.16791923141063309,1.2477480322424526,0.5709149247733876,0.185455818056289,0.07489990024550934,-0.08068690268337378,0.702755338580755,5.820344789888258,1.5086719854563853,5.081100584324304,0.3674138924150611,2.733105638058987,0.3296842008850945,3.9605914807088993,3.1096294397884776,0.8406867730907834,-0.1868119623468374,-0.8993810085270525,-1.0265163088439295,-1.417793511835771,-5.678054694658203,-2.72918018122873,-2.2321580889136383,0.9153494025817054,-0.5205884806469839,2.3795310011217223,0.45499643552357155,-0.06812651455002197,2.0523755196976707,0.9722597791231238,-3.222632052702829,2.0283650702884186,0.8350573689993326,-3.022654427532325,-6.224968897118015,0.6739262419516308,-0.7836626711705321,0.6844262754053488,0.01034166705176176,6.789620292528343,-17.956448211350654,-1.4158375471797626,-2.2888107373859383,-0.7765039934824017,-0.8005605617949186
construction,-0.003510977096273793,-7.452185826492132,-4.676658347011471,3.112951844437339,-20.607026103716635,-0.02731997987793875,-8.70552004620804,1.9895864741891274,0.7012455324922484,-8.699055208802383,-0.4779071539116558,2.0122518740419766,-31.232818990646773,0.006975433023035294,0.6365878985783638,0.047887190884284794,-0.16678601792737027,-5.109306504649794,-1.5972249663016556,-0.08000834969570861,-0.8502416267216176,-0.598625137851559,-0.9434042348770163,-1.3328658902384631,0.02534943314640259,-0.3707692076204694,0.4503665199918032,0.01804334170956281,0.15688336552047985,0.2424592753082834,-0.013618799203686648,2.165381127087676,1.2115548917354317,-0.5750478528290841,1.495970725652296,3.9918234576765825,0.16791923141063309,1.2477480322424526,0.5709149247733876,0.185455818056289,0.07489990024550934,-0.08068690268337378,0.702755338580755,5.820344789888258,1.5086719854563853,5.081100584324304,0.3674138924150611,2.733105638058987,0.3296842008850945,3.9605914807088993,3.1096294397884776,0.8406867730907834,-0.1868119623468374,-0.8993810085270525,-1.0265163088439295,-1.417793511835771,-5.678054694658203,-2.72918018122873,-2.2321580889136383,0.9153494025817054,-0.5205884806469839,2.3795310011217223,0.45499643552357155,-0.06812651455002197,2.0523755196976707,0.9722597791231238,-3.222632052702829,2.0283650702884186,0.8350573689993326,-3.022654427532325,-6.224968897118015,0.6739262419516308,-0.7836626711705321,0.6844262754053488,0.01034166705176176,6.789620292528343,-17.956448211350654,-1.4158375471797626,-2.2888107373859383,-0.7765039934824017,-0.8005605617949186
mining,-0.021347410067175998,-7.452185826492132,-4.676658347011471,3.112951844437339,-20.607026103716635,-0.02731997987793875,-8.70552004620804,1.9895864741891274,0.7012455324922484,-8.699055208802383,-0.4779071539116558,2.0122518740419766,-31.232818990646773,0.006975433023035294,0.6365878985783638,0.047887190884284794,-0.16678601792737027,-5.109306504649794,-1.5972249663016556,-0.08000834969570861,-0.8502416267216176,-0.598625137851559,-0.9434042348770163,-1.3328658902384631,0.02534943314640259,-0.3707692076204694,0.4503665199918032,0.01804334170956281,0.15688336552047985,0.2424592753082834,-0.013618799203686648,2.165381127087676,1.2115548917354317,-0.5750478528290841,1.495970725652296,3.9918234576765825,0.16791923141063309,1.2477480322424526,0.5709149247733876,0.185455818056289,0.07489990024550934,-0.08068690268337378,0.702755338580755,5.820344789888258,1.5086719854563853,5.081100584324304,0.3674138924150611,2.733105638058987,0.3296842008850945,3.9605914807088993,3.1096294397884776,0.8406867730907834,-0.1868119623468374,-0.8993810085270525,-1.0265163088439295,-1.417793511835771,-5.678054694658203,-2.72918018122873,-2.2321580889136383,0.9153494025817054,-0.5205884806469839,2.3795310011217223,0.45499643552357155,-0.06812651455002197,2.0523755196976707,0.9722597791231238,-3.222632052702829,2.0283650702884186,0.8350573689993326,-3.022654427532325,-6.224968897118015,0.6739262419516308,-0.7836626711705321,0.6844262754053488,0.01034166705176176,6.789620292528343,-17.956448211350654,-1.4158375471797626,-2.2888107373859383,-0.7765039934824017,-0.8005605617949186
wholesale_trade,0.015499426163789853,-7.452185826492132,-4.676658347011471,3.112951844437339,-20.607026103716635,-0.02731997987793875,-8.70552004620804,1.9895864741891274,0.7012455324922484,-8.699055208802383,-0.4779071539116558,2.0122518740419766,-31.232818990646773,0.006975433023035294,0.6365878985783638,0.047887190884284794,-0.16678601792737027,-5.109306504649794,-1.5972249663016556,-0.08000834969570861,-0.8502416267216176,-0.598625137851559,-0.9434042348770163,-1.3328658902384631,0.02534943314640259,-0.3707692076204694,0.4503665199918032,0.01804334170956281,0.15688336552047985,0.2424592753082834,-0.013618799203686648,2.165381127087676,1.2115548917354317,-0.5750478528290841,1.495970725652296,3.9918234576765825,0.16791923141063309,1.2477480322424526,0.5709149247733876,0.185455818056289,0.07489990024550934,-0.08068690268337378,0.702755338580755,5.820344789888258,1.5086719854563853,5.081100584324304,0.3674138924150611,2.733105638058987,0.3296842008850945,3.9605914807088993,3.1096294397884776,0.8406867730907834,-0.1868119623468374,-0.8993810085270525,-1.0265163088439295,-1.417793511835771,-5.678054694658203,-2.72918018122873,-2.2321580889136383,0.9153494025817054,-0.5205884806469839,2.3795310011217223,0.45499643552357155,-0.06812651455002197,2.0523755196976707,0.9722597791231238,-3.222632052702829,2.0283650702884186,0.8350573689993326,-3.022654427532325,-6.224968897118015,0.6739262419516308,-0.7836626711705321,0.6844262754053488,0.01034166705176176,6.789620292528343,-17.956448211350654,-1.4158375471797626,-2.2888107373859383,-0.7765039934824017,-0.8005605617949186
retail_trade,-0.002962890534166318,-7.452185826492132,-4.676658347011471,3.112951844437339,-20.607026103716635,-0.02731997987793875,-8.70552004620804,1.9895864741891274,0.7012455324922484,-8.699055208802383,-0.4779071539116558,2.0122518740419766,-31.232818990646773,0.006975433023035294,0.6365878985783638,0.047887190884284794,-0.16678601792737027,-5.109306504649794,-1.5972249663016556,-0.08000834969570861,-0.8502416267216176,-0.598625137851559,-0.9434042348770163,-1.3328658902384631,0.02534943314640259,-0.3707692076204694,0.4503665199918032,0.01804334170956281,0.15688336552047985,0.2424592753082834,-0.013618799203686648,2.165381127087676,1.2115548917354317,-0.5750478528290841,1.495970725652296,3.9918234576765825,0.16791923141063309,1.2477480322424526,0.5709149247733876,0.185455818056289,0.07489990024550934,-0.08068690268337378,0.702755338580755,5.820344789888258,1.5086719854563853,5.081100584324304,0.3674138924150611,2.733105638058987,0.3296842008850945,3.9605914807088993,3.1096294397884776,0.8406867730907834,-0.1868119623468374,-0.8993810085270525,-1.0265163088439295,-1.417793511835771,-5.678054694658203,-2.72918018122873,-2.2321580889136383,0.9153494025817054,-0.5205884806469839,2.3795310011217223,0.45499643552357155,-0.06812651455002197,2.0523755196976707,0.9722597791231238,-3.222632052702829,2.0283650702884186,0.8350573689993326,-3.022654427532325,-6.224968897118015,0.6739262419516308,-0.7836626711705321,0.6844262754053488,0.01034166705176176,6.789620292528343,-17.956448211350654,-1.4158375471797626,-2.2888107373859383,-0.7765039934824017,-0.8005605617949186
transportation_public_utilities,-0.04804845565104321,-7.452185826492132,-4.676658347011471,3.112951844437339,-20.607026103716635,-0.02731997987793875,-8.70552004620804,1.9895864741891274,0.7012455324922484,-8.699055208802383,-0.4779071539116558,2.0122518740419766,-31.232818990646773,0.006975433023035294,0.6365878985783638,0.047887190884284794,-0.16678601792737027,-5.109306504649794,-1.5972249663016556,-0.08000834969570861,-0.8502416267216176,-0.598625137851559,-0.9434042348770163,-1.3328658902384631,0.02534943314640259,-0.3707692076204694,0.4503665199918032,0.01804334170956281,0.15688336552047985,0.2424592753082834,-0.013618799203686648,2.165381127087676,1.2115548917354317,-0.5750478528290841,1.495970725652296,3.9918234576765825,0.16791923141063309,1.2477480322424526,0.5709149247733876,0.185455818056289,0.07489990024550934,-0.08068690268337378,0.702755338580755,5.820344789888258,1.5086719854563853,5.081100584324304,0.3674138924150611,2.733105638058987,0.3296842008850945,3.9605914807088993,3.1096294397884776,0.8406867730907834,-0.1868119623468374,-0.8993810085270525,-1.0265163088439295,-1.417793511835771,-5.678054694658203,-2.72918018122873,-2.2321580889136383,0.9153494025817054,-0.5205884806469839,2.3795310011217223,0.45499643552357155,-0.06812651455002197,2.0523755196976707,0.9722597791231238,-3.222632052702829,2.0283650702884186,0.8350573689993326,-3.022654427532325,-6.224968897118015,0.6739262419516308,-0.7836626711705321,0.6844262754053488,0.01034166705176176,6.789620292528343,-17.956448211350654,-1.4158375471797626,-2.2888107373859383,-0.7765039934824017,-0.8005605617949186
finance_insurance_real_estate,0.003947993580406095,-7.452185826492132,-4.676658347011471,3.112951844437339,-20.607026103716635,-0.02731997987793875,-8.70552004620804,1.9895864741891274,0.7012455324922484,-8.699055208802383,-0.4779071539116558,2.0122518740419766,-31.232818990646773,0.006975433023035294,0.6365878985783638,0.047887190884284794,-0.16678601792737027,-5.109306504649794,-1.5972249663016556,-0.08000834969570861,-0.8502416267216176,-0.598625137851559,-0.9434042348770163,-1.3328658902384631,0.02534943314640259,-0.3707692076204694,0.4503665199918032,0.01804334170956281,0.15688336552047985,0.2424592753082834,-0.013618799203686648,2.165381127087676,1.2115548917354317,-0.5750478528290841,1.495970725652296,3.9918234576765825,0.16791923141063309,1.2477480322424526,0.5709149247733876,0.185455818056289,0.07489990024550934,-0.08068690268337378,0.702755338580755,5.820344789888258,1.5086719854563853,5.081100584324304,0.3674138924150611,2.733105638058987,0.3296842008850945,3.9605914807088993,3.1096294397884776,0.8406867730907834,-0.1868119623468374,-0.8993810085270525,-1.0265163088439295,-1.417793511835771,-5.678054694658203,-2.72918018122873,-2.2321580889136383,0.9153494025817054,-0.5205884806469839,2.3795310011217223,0.45499643552357155,-0.06812651455002197,2.0523755196976707,0.9722597791231238,-3.222632052702829,2.0283650702884186,0.8350573689993326,-3.022654427532325,-6.224968897118015,0.6739262419516308,-0.7836626711705321,0.6844262754053488,0.01034166705176176,6.789620292528343,-17.956448211350654,-1.4158375471797626,-2.2888107373859383,-0.7765039934824017,-0.8005605617949186
services,0.0015764742500558038,-7.452185826492132,-4.676658347011471,3.112951844437339,-20.607026103716635,-0.02731997987793875,-8.70552004620804,1.9895864741891274,0.7012455324922484,-8.699055208802383,-0.4779071539116558,2.0122518740419766,-31.232818990646773,0.006975433023035294,0.6365878985783638,0.047887190884284794,-0.16678601792737027,-5.109306504649794,-1.5972249663016556,-0.08000834969570861,-0.8502416267216176,-0.598625137851559,-0.9434042348770163,-1.3328658902384631,0.02534943314640259,-0.3707692076204694,0.4503665199918032,0.01804334170956281,0.15688336552047985,0.2424592753082834,-0.013618799203686648,2.165381127087676,1.2115548917354317,-0.5750478528290841,1.495970725652296,3.9918234576765825,0.16791923141063309,1.2477480322424526,0.5709149247733876,0.185455818056289,0.07489990024550934,-0.08068690268337378,0.702755338580755,5.820344789888258,1.5086719854563853,5.081100584324304,0.3674138924150611,2.733105638058987,0.3296842008850945,3.9605914807088993,3.1096294397884776,0.8406867730907834,-0.1868119623468374,-0.8993810085270525,-1.0265163088439295,-1.417793511835771,-5.678054694658203,-2.72918018122873,-2.2321580889136383,0.9153494025817054,-0.5205884806469839,2.3795310011217223,0.45499643552357155,-0.06812651455002197,2.0523755196976707,0.9722597791231238,-3.222632052702829,2.0283650702884186,0.8350573689993326,-3.022654427532325,-6.224968897118015,0.6739262419516308,-0.7836626711705321,0.6844262754053488,0.01034166705176176,6.789620292528343,-17.956448211350654,-1.4158375471797626,-2.2888107373859383,-0.7765039934824017,-0.8005605617949186
all,-0.012522085633668967,-7.452185826492132,-4.676658347011471,3.112951844437339,-20.607026103716635,-0.02731997987793875,-8.70552004620804,1.9895864741891274,0.7012455324922484,-8.699055208802383,-0.4779071539116558,2.0122518740419766,-31.232818990646773,0.006975433023035294,0.6365878985783638,0.047887190884284794,-0.16678601792737027,-5.109306504649794,-1.5972249663016556,-0.08000834969570861,-0.8502416267216176,-0.598625137851559,-0.9434042348770163,-1.3328658902384631,0.02534943314640259,-0.3707692076204694,0.4503665199918032,0.01804334170956281,0.15688336552047985,0.2424592753082834,-0.013618799203686648,2.165381127087676,1.2115548917354317,-0.5750478528290841,1.495970725652296,3.9918234576765825,0.16791923141063309,1.2477480322424526,0.5709149247733876,0.185455818056289,0.07489990024550934,-0.08068690268337378,0.702755338580755,5.820344789888258,1.5086719854563853,5.081100584324304,0.3674138924150611,2.733105638058987,0.3296842008850945,3.9605914807088993,3.1096294397884776,0.8406867730907834,-0.1868119623468374,-0.8993810085270525,-1.0265163088439295,-1.417793511835771,-5.678054694658203,-2.72918018122873,-2.2321580889136383,0.9153494025817054,-0.5205884806469839,2.3795310011217223,0.45499643552357155,-0.06812651455002197,2.0523755196976707,0.9722597791231238,-3.222632052702829,2.0283650702884186,0.8350573689993326,-3.022654427532325,-6.224968897118015,0.6739262419516308,-0.7836626711705321,0.6844262754053488,0.01034166705176176,6.789620292528343,-17.956448211350654,-1.4158375471797626,-2.2888107373859383,-0.7765039934824017,-0.8005605617949186
